Country,Country_OLD,Year,COW_Code_A,COW_Code_N,WordBank_Code_A,UN_Code_N,Region,PTS_A,PTS_H,PTS_S,NA_Status_A,NA_Status_H,NA_Status_S
Chile,Chile,1976,CHL,155,CHL,152,lac,4,NA,3,0,88,0
Chile,Chile,1977,CHL,155,CHL,152,lac,4,NA,3,0,88,0
Chile,Chile,1978,CHL,155,CHL,152,lac,5,NA,NA,0,88,88
Chile,Chile,1979,CHL,155,CHL,152,lac,4,NA,3,0,88,0
Chile,Chile,1980,CHL,155,CHL,152,lac,4,NA,4,0,88,0
Chile,Chile,1981,CHL,155,CHL,152,lac,5,NA,3,0,88,0
Chile,Chile,1982,CHL,155,CHL,152,lac,4,NA,3,0,88,0
Chile,Chile,1983,CHL,155,CHL,152,lac,4,NA,3,0,88,0
Chile,Chile,1984,CHL,155,CHL,152,lac,4,NA,3,0,88,0
Chile,Chile,1985,CHL,155,CHL,152,lac,4,NA,3,0,88,0
Chile,Chile,1986,CHL,155,CHL,152,lac,4,NA,5,0,88,0
Chile,Chile,1987,CHL,155,CHL,152,lac,4,NA,4,0,88,0
Chile,Chile,1988,CHL,155,CHL,152,lac,3,NA,4,0,88,0
Chile,Chile,1989,CHL,155,CHL,152,lac,3,NA,3,0,88,0
Chile,Chile,1990,CHL,155,CHL,152,lac,3,NA,3,0,99,0
Chile,Chile,1991,CHL,155,CHL,152,lac,3,NA,3,0,88,0
Chile,Chile,1992,CHL,155,CHL,152,lac,3,NA,3,0,99,0
Chile,Chile,1993,CHL,155,CHL,152,lac,3,NA,2,0,88,0
Chile,Chile,1994,CHL,155,CHL,152,lac,2,NA,2,0,88,0
Chile,Chile,1995,CHL,155,CHL,152,lac,2,NA,2,0,99,0
Chile,Chile,1996,CHL,155,CHL,152,lac,2,NA,2,0,99,0
Chile,Chile,1997,CHL,155,CHL,152,lac,2,NA,2,0,88,0
Chile,Chile,1998,CHL,155,CHL,152,lac,2,NA,2,0,88,0
Chile,Chile,1999,CHL,155,CHL,152,lac,2,NA,2,0,88,0
Chile,Chile,2000,CHL,155,CHL,152,lac,2,NA,2,0,99,0
Chile,Chile,2001,CHL,155,CHL,152,lac,2,NA,2,0,99,0
Chile,Chile,2002,CHL,155,CHL,152,lac,2,NA,2,0,99,0
Chile,Chile,2003,CHL,155,CHL,152,lac,2,NA,2,0,99,0
Chile,Chile,2004,CHL,155,CHL,152,lac,1,NA,1,0,88,0
Chile,Chile,2005,CHL,155,CHL,152,lac,1,NA,1,0,99,0
Chile,Chile,2006,CHL,155,CHL,152,lac,2,NA,1,0,88,0
Chile,Chile,2007,CHL,155,CHL,152,lac,2,NA,1,0,99,0
Chile,Chile,2008,CHL,155,CHL,152,lac,2,NA,2,0,88,0
Chile,Chile,2009,CHL,155,CHL,152,lac,2,NA,2,0,99,0
Chile,Chile,2010,CHL,155,CHL,152,lac,1,NA,2,0,99,0
Chile,Chile,2011,CHL,155,CHL,152,lac,2,NA,2,0,88,0
Chile,Chile,2012,CHL,155,CHL,152,lac,2,NA,2,0,99,0
Chile,Chile,2013,CHL,155,CHL,152,lac,NA,2,2,88,0,0
Chile,Chile,2014,CHL,155,CHL,152,lac,2,2,2,0,0,0
Chile,Chile,2015,CHL,155,CHL,152,lac,2,2,1,0,0,0
Chile,Chile,2016,CHL,155,CHL,152,lac,2,2,2,0,0,0
Chile,Chile,2017,CHL,155,CHL,152,lac,2,1,2,0,0,0
Chile,Chile,2018,CHL,155,CHL,152,lac,NA,1,2,88,0,0
Chile,Chile,2019,CHL,155,CHL,152,lac,4,4,2,0,0,0
Chile,Chile,2020,CHL,155,CHL,152,lac,3,4,3,0,0,0
Chile,Chile,2021,CHL,155,CHL,152,lac,3,2,2,0,0,0
Chile,Chile,2022,CHL,155,CHL,152,lac,3,2,2,0,0,0
Chile,Chile,2023,CHL,155,CHL,152,lac,2,1,2,0,0,0
Chile,Chile,2024,CHL,155,CHL,152,lac,2,NA,2,0,88,0
Egypt,Egypt,1976,EGY,651,EGY,818,mena,3,NA,1,0,88,0
Egypt,Egypt,1977,EGY,651,EGY,818,mena,3,NA,2,0,88,0
Egypt,Egypt,1978,EGY,651,EGY,818,mena,3,NA,2,0,88,0
Egypt,Egypt,1979,EGY,651,EGY,818,mena,3,NA,2,0,88,0
Egypt,Egypt,1980,EGY,651,EGY,818,mena,3,NA,1,0,88,0
Egypt,Egypt,1981,EGY,651,EGY,818,mena,3,NA,3,0,88,0
Egypt,Egypt,1982,EGY,651,EGY,818,mena,3,NA,3,0,88,0
Egypt,Egypt,1983,EGY,651,EGY,818,mena,3,NA,3,0,88,0
Egypt,Egypt,1984,EGY,651,EGY,818,mena,3,NA,2,0,88,0
Egypt,Egypt,1985,EGY,651,EGY,818,mena,3,NA,2,0,88,0
Egypt,Egypt,1986,EGY,651,EGY,818,mena,3,NA,3,0,88,0
Egypt,Egypt,1987,EGY,651,EGY,818,mena,3,NA,2,0,88,0
Egypt,Egypt,1988,EGY,651,EGY,818,mena,3,NA,3,0,88,0
Egypt,Egypt,1989,EGY,651,EGY,818,mena,4,NA,3,0,88,0
Egypt,Egypt,1990,EGY,651,EGY,818,mena,3,NA,3,0,88,0
Egypt,Egypt,1991,EGY,651,EGY,818,mena,4,NA,3,0,88,0
Egypt,Egypt,1992,EGY,651,EGY,818,mena,3,NA,3,0,99,0
Egypt,Egypt,1993,EGY,651,EGY,818,mena,4,NA,4,0,99,0
Egypt,Egypt,1994,EGY,651,EGY,818,mena,4,NA,4,0,99,0
Egypt,Egypt,1995,EGY,651,EGY,818,mena,4,NA,4,0,99,0
Egypt,Egypt,1996,EGY,651,EGY,818,mena,4,NA,3,0,99,0
Egypt,Egypt,1997,EGY,651,EGY,818,mena,4,NA,4,0,99,0
Egypt,Egypt,1998,EGY,651,EGY,818,mena,3,NA,3,0,99,0
Egypt,Egypt,1999,EGY,651,EGY,818,mena,3,NA,3,0,99,0
Egypt,Egypt,2000,EGY,651,EGY,818,mena,3,NA,3,0,99,0
Egypt,Egypt,2001,EGY,651,EGY,818,mena,4,NA,3,0,99,0
Egypt,Egypt,2002,EGY,651,EGY,818,mena,4,NA,3,0,99,0
Egypt,Egypt,2003,EGY,651,EGY,818,mena,4,NA,3,0,99,0
Egypt,Egypt,2004,EGY,651,EGY,818,mena,4,NA,3,0,88,0
Egypt,Egypt,2005,EGY,651,EGY,818,mena,3,NA,4,0,99,0
Egypt,Egypt,2006,EGY,651,EGY,818,mena,4,NA,4,0,88,0
Egypt,Egypt,2007,EGY,651,EGY,818,mena,4,NA,3,0,99,0
Egypt,Egypt,2008,EGY,651,EGY,818,mena,4,NA,3,0,88,0
Egypt,Egypt,2009,EGY,651,EGY,818,mena,4,NA,3,0,99,0
Egypt,Egypt,2010,EGY,651,EGY,818,mena,4,NA,4,0,99,0
Egypt,Egypt,2011,EGY,651,EGY,818,mena,4,NA,4,0,88,0
Egypt,Egypt,2012,EGY,651,EGY,818,mena,3,NA,3,0,88,0
Egypt,Egypt,2013,EGY,651,EGY,818,mena,NA,4,4,88,0,0
Egypt,Egypt,2014,EGY,651,EGY,818,mena,4,4,4,0,0,0
Egypt,Egypt,2015,EGY,651,EGY,818,mena,4,4,4,0,0,0
Egypt,Egypt,2016,EGY,651,EGY,818,mena,4,4,4,0,0,0
Egypt,Egypt,2017,EGY,651,EGY,818,mena,5,4,4,0,0,0
Egypt,Egypt,2018,EGY,651,EGY,818,mena,4,4,4,0,0,0
Egypt,Egypt,2019,EGY,651,EGY,818,mena,5,4,4,0,0,0
Egypt,Egypt,2020,EGY,651,EGY,818,mena,4,4,4,0,0,0
Egypt,Egypt,2021,EGY,651,EGY,818,mena,4,4,4,0,0,0
Egypt,Egypt,2022,EGY,651,EGY,818,mena,4,3,4,0,0,0
Egypt,Egypt,2023,EGY,651,EGY,818,mena,4,4,4,0,0,0
Egypt,Egypt,2024,EGY,651,EGY,818,mena,4,4,4,0,0,0
German Democratic Republic,"Germany, East",1976,GDR,265,NA,NA,eca,4,NA,NA,0,88,88
German Democratic Republic,"Germany, East",1977,GDR,265,NA,NA,eca,3,NA,NA,0,88,88
German Democratic Republic,"Germany, East",1978,GDR,265,NA,NA,eca,3,NA,NA,0,88,88
German Democratic Republic,"Germany, East",1979,GDR,265,NA,NA,eca,3,NA,4,0,88,0
German Democratic Republic,"Germany, East",1980,GDR,265,NA,NA,eca,2,NA,3,0,88,0
German Democratic Republic,"Germany, East",1981,GDR,265,NA,NA,eca,3,NA,3,0,88,0
German Democratic Republic,"Germany, East",1982,GDR,265,NA,NA,eca,3,NA,3,0,88,0
German Democratic Republic,"Germany, East",1983,GDR,265,NA,NA,eca,3,NA,3,0,88,0
German Democratic Republic,"Germany, East",1984,GDR,265,NA,NA,eca,3,NA,3,0,88,0
German Democratic Republic,"Germany, East",1985,GDR,265,NA,NA,eca,3,NA,2,0,88,0
German Democratic Republic,"Germany, East",1986,GDR,265,NA,NA,eca,NA,NA,3,99,88,0
German Democratic Republic,"Germany, East",1987,GDR,265,NA,NA,eca,3,NA,3,0,88,0
German Democratic Republic,"Germany, East",1988,GDR,265,NA,NA,eca,3,NA,2,0,88,0
German Democratic Republic,"Germany, East",1989,GDR,265,NA,NA,eca,2,NA,2,0,99,0
German Democratic Republic,"Germany, East",1990,GDR,265,NA,NA,eca,1,NA,1,0,88,0
German Democratic Republic,"Germany, East",1991,GDR,265,NA,NA,eca,NA,NA,NA,77,77,77
German Democratic Republic,"Germany, East",1992,GDR,265,NA,NA,eca,NA,NA,NA,77,77,77
German Democratic Republic,"Germany, East",1993,GDR,265,NA,NA,eca,NA,NA,NA,77,77,77
German Democratic Republic,"Germany, East",1994,GDR,265,NA,NA,eca,NA,NA,NA,77,77,77
German Democratic Republic,"Germany, East",1995,GDR,265,NA,NA,eca,NA,NA,NA,77,77,77
German Democratic Republic,"Germany, East",1996,GDR,265,NA,NA,eca,NA,NA,NA,77,77,77
German Democratic Republic,"Germany, East",1997,GDR,265,NA,NA,eca,NA,NA,NA,77,77,77
German Democratic Republic,"Germany, East",1998,GDR,265,NA,NA,eca,NA,NA,NA,77,77,77
German Democratic Republic,"Germany, East",1999,GDR,265,NA,NA,eca,NA,NA,NA,77,77,77
German Democratic Republic,"Germany, East",2000,GDR,265,NA,NA,eca,NA,NA,NA,77,77,77
German Democratic Republic,"Germany, East",2001,GDR,265,NA,NA,eca,NA,NA,NA,77,77,77
German Democratic Republic,"Germany, East",2002,GDR,265,NA,NA,eca,NA,NA,NA,77,77,77
German Democratic Republic,"Germany, East",2003,GDR,265,NA,NA,eca,NA,NA,NA,77,77,77
German Democratic Republic,"Germany, East",2004,GDR,265,NA,NA,eca,NA,NA,NA,77,77,77
German Democratic Republic,"Germany, East",2005,GDR,265,NA,NA,eca,NA,NA,NA,77,77,77
German Democratic Republic,"Germany, East",2006,GDR,265,NA,NA,eca,NA,NA,NA,77,77,77
German Democratic Republic,"Germany, East",2007,GDR,265,NA,NA,eca,NA,NA,NA,77,77,77
German Democratic Republic,"Germany, East",2008,GDR,265,NA,NA,eca,NA,NA,NA,77,77,77
German Democratic Republic,"Germany, East",2009,GDR,265,NA,NA,eca,NA,NA,NA,77,77,77
German Democratic Republic,"Germany, East",2010,GDR,265,NA,NA,eca,NA,NA,NA,77,77,77
German Democratic Republic,"Germany, East",2011,GDR,265,NA,NA,eca,NA,NA,NA,77,77,77
German Democratic Republic,"Germany, East",2012,GDR,265,NA,NA,eca,NA,NA,NA,77,77,77
German Democratic Republic,"Germany, East",2013,GDR,265,NA,NA,eca,NA,NA,NA,77,77,77
German Democratic Republic,"Germany, East",2014,GDR,265,NA,NA,eca,NA,NA,NA,77,77,77
German Democratic Republic,"Germany, East",2015,GDR,265,NA,NA,eca,NA,NA,NA,77,77,77
German Democratic Republic,"Germany, East",2016,GDR,265,NA,NA,eca,NA,NA,NA,77,77,77
German Democratic Republic,"Germany, East",2017,GDR,265,NA,NA,eca,NA,NA,NA,77,77,77
German Democratic Republic,"Germany, East",2018,GDR,265,NA,NA,eca,NA,NA,NA,77,77,77
German Democratic Republic,"Germany, East",2019,GDR,265,NA,NA,eca,NA,NA,NA,77,77,77
German Democratic Republic,"Germany, East",2020,GDR,265,NA,NA,eca,NA,NA,NA,77,77,77
German Democratic Republic,"Germany, East",2021,GDR,265,NA,NA,eca,NA,NA,NA,77,77,77
German Democratic Republic,"Germany, East",2022,GDR,265,NA,NA,eca,NA,NA,NA,77,77,77
German Democratic Republic,"Germany, East",2023,GDR,265,NA,NA,eca,NA,NA,NA,77,77,77
German Democratic Republic,"Germany, East",2024,GDR,265,NA,NA,eca,NA,NA,NA,77,77,77
German Federal Republic,"Germany, West",1976,GFR,260,NA,NA,eca,1,NA,1,0,88,0
German Federal Republic,"Germany, West",1977,GFR,260,NA,NA,eca,2,NA,1,0,88,0
German Federal Republic,"Germany, West",1978,GFR,260,NA,NA,eca,1,NA,1,0,88,0
German Federal Republic,"Germany, West",1979,GFR,260,NA,NA,eca,1,NA,1,0,88,0
German Federal Republic,"Germany, West",1980,GFR,260,NA,NA,eca,2,NA,1,0,88,0
German Federal Republic,"Germany, West",1981,GFR,260,NA,NA,eca,2,NA,1,0,88,0
German Federal Republic,"Germany, West",1982,GFR,260,NA,NA,eca,2,NA,1,0,88,0
German Federal Republic,"Germany, West",1983,GFR,260,NA,NA,eca,2,NA,1,0,88,0
German Federal Republic,"Germany, West",1984,GFR,260,NA,NA,eca,2,NA,1,0,88,0
German Federal Republic,"Germany, West",1985,GFR,260,NA,NA,eca,2,NA,1,0,88,0
German Federal Republic,"Germany, West",1986,GFR,260,NA,NA,eca,2,NA,1,0,88,0
German Federal Republic,"Germany, West",1987,GFR,260,NA,NA,eca,2,NA,1,0,88,0
German Federal Republic,"Germany, West",1988,GFR,260,NA,NA,eca,2,NA,1,0,88,0
German Federal Republic,"Germany, West",1989,GFR,260,NA,NA,eca,1,NA,1,0,88,0
German Federal Republic,"Germany, West",1990,GFR,260,NA,NA,eca,NA,NA,NA,77,77,77
German Federal Republic,"Germany, West",1991,GFR,260,NA,NA,eca,NA,NA,NA,77,77,77
German Federal Republic,"Germany, West",1992,GFR,260,NA,NA,eca,NA,NA,NA,77,77,77
German Federal Republic,"Germany, West",1993,GFR,260,NA,NA,eca,NA,NA,NA,77,77,77
German Federal Republic,"Germany, West",1994,GFR,260,NA,NA,eca,NA,NA,NA,77,77,77
German Federal Republic,"Germany, West",1995,GFR,260,NA,NA,eca,NA,NA,NA,77,77,77
German Federal Republic,"Germany, West",1996,GFR,260,NA,NA,eca,NA,NA,NA,77,77,77
German Federal Republic,"Germany, West",1997,GFR,260,NA,NA,eca,NA,NA,NA,77,77,77
German Federal Republic,"Germany, West",1998,GFR,260,NA,NA,eca,NA,NA,NA,77,77,77
German Federal Republic,"Germany, West",1999,GFR,260,NA,NA,eca,NA,NA,NA,77,77,77
German Federal Republic,"Germany, West",2000,GFR,260,NA,NA,eca,NA,NA,NA,77,77,77
German Federal Republic,"Germany, West",2001,GFR,260,NA,NA,eca,NA,NA,NA,77,77,77
German Federal Republic,"Germany, West",2002,GFR,260,NA,NA,eca,NA,NA,NA,77,77,77
German Federal Republic,"Germany, West",2003,GFR,260,NA,NA,eca,NA,NA,NA,77,77,77
German Federal Republic,"Germany, West",2004,GFR,260,NA,NA,eca,NA,NA,NA,77,77,77
German Federal Republic,"Germany, West",2005,GFR,260,NA,NA,eca,NA,NA,NA,77,77,77
German Federal Republic,"Germany, West",2006,GFR,260,NA,NA,eca,NA,NA,NA,77,77,77
German Federal Republic,"Germany, West",2007,GFR,260,NA,NA,eca,NA,NA,NA,77,77,77
German Federal Republic,"Germany, West",2008,GFR,260,NA,NA,eca,NA,NA,NA,77,77,77
German Federal Republic,"Germany, West",2009,GFR,260,NA,NA,eca,NA,NA,NA,77,77,77
German Federal Republic,"Germany, West",2010,GFR,260,NA,NA,eca,NA,NA,NA,77,77,77
German Federal Republic,"Germany, West",2011,GFR,260,NA,NA,eca,NA,NA,NA,77,77,77
German Federal Republic,"Germany, West",2012,GFR,260,NA,NA,eca,NA,NA,NA,77,77,77
German Federal Republic,"Germany, West",2013,GFR,260,NA,NA,eca,NA,NA,NA,77,77,77
German Federal Republic,"Germany, West",2014,GFR,260,NA,NA,eca,NA,NA,NA,77,77,77
German Federal Republic,"Germany, West",2015,GFR,260,NA,NA,eca,NA,NA,NA,77,77,77
German Federal Republic,"Germany, West",2016,GFR,260,NA,NA,eca,NA,NA,NA,77,77,77
German Federal Republic,"Germany, West",2017,GFR,260,NA,NA,eca,NA,NA,NA,77,77,77
German Federal Republic,"Germany, West",2018,GFR,260,NA,NA,eca,NA,NA,NA,77,77,77
German Federal Republic,"Germany, West",2019,GFR,260,NA,NA,eca,NA,NA,NA,77,77,77
German Federal Republic,"Germany, West",2020,GFR,260,NA,NA,eca,NA,NA,NA,77,77,77
German Federal Republic,"Germany, West",2021,GFR,260,NA,NA,eca,NA,NA,NA,77,77,77
German Federal Republic,"Germany, West",2022,GFR,260,NA,NA,eca,NA,NA,NA,77,77,77
German Federal Republic,"Germany, West",2023,GFR,260,NA,NA,eca,NA,NA,NA,77,77,77
German Federal Republic,"Germany, West",2024,GFR,260,NA,NA,eca,NA,NA,NA,77,77,77
Germany,Germany,1976,GMY,255,DEU,276,eca,NA,NA,NA,77,77,77
Germany,Germany,1977,GMY,255,DEU,276,eca,NA,NA,NA,77,77,77
Germany,Germany,1978,GMY,255,DEU,276,eca,NA,NA,NA,77,77,77
Germany,Germany,1979,GMY,255,DEU,276,eca,NA,NA,NA,77,77,77
Germany,Germany,1980,GMY,255,DEU,276,eca,NA,NA,NA,77,77,77
Germany,Germany,1981,GMY,255,DEU,276,eca,NA,NA,NA,77,77,77
Germany,Germany,1982,GMY,255,DEU,276,eca,NA,NA,NA,77,77,77
Germany,Germany,1983,GMY,255,DEU,276,eca,NA,NA,NA,77,77,77
Germany,Germany,1984,GMY,255,DEU,276,eca,NA,NA,NA,77,77,77
Germany,Germany,1985,GMY,255,DEU,276,eca,NA,NA,NA,77,77,77
Germany,Germany,1986,GMY,255,DEU,276,eca,NA,NA,NA,77,77,77
Germany,Germany,1987,GMY,255,DEU,276,eca,NA,NA,NA,77,77,77
Germany,Germany,1988,GMY,255,DEU,276,eca,NA,NA,NA,77,77,77
Germany,Germany,1989,GMY,255,DEU,276,eca,NA,NA,NA,77,77,77
Germany,Germany,1990,GMY,255,DEU,276,eca,1,NA,1,0,88,0
Germany,Germany,1991,GMY,255,DEU,276,eca,1,NA,1,0,88,0
Germany,Germany,1992,GMY,255,DEU,276,eca,1,NA,2,0,88,0
Germany,Germany,1993,GMY,255,DEU,276,eca,1,NA,1,0,99,0
Germany,Germany,1994,GMY,255,DEU,276,eca,3,NA,1,0,99,0
Germany,Germany,1995,GMY,255,DEU,276,eca,2,NA,2,0,99,0
Germany,Germany,1996,GMY,255,DEU,276,eca,1,NA,2,0,99,0
Germany,Germany,1997,GMY,255,DEU,276,eca,NA,NA,1,99,88,0
Germany,Germany,1998,GMY,255,DEU,276,eca,1,NA,1,0,88,0
Germany,Germany,1999,GMY,255,DEU,276,eca,1,NA,2,0,88,0
Germany,Germany,2000,GMY,255,DEU,276,eca,1,NA,1,0,88,0
Germany,Germany,2001,GMY,255,DEU,276,eca,2,NA,2,0,88,0
Germany,Germany,2002,GMY,255,DEU,276,eca,2,NA,1,0,88,0
Germany,Germany,2003,GMY,255,DEU,276,eca,2,NA,2,0,88,0
Germany,Germany,2004,GMY,255,DEU,276,eca,2,NA,2,0,88,0
Germany,Germany,2005,GMY,255,DEU,276,eca,2,NA,1,0,88,0
Germany,Germany,2006,GMY,255,DEU,276,eca,1,NA,1,0,88,0
Germany,Germany,2007,GMY,255,DEU,276,eca,1,NA,1,0,88,0
Germany,Germany,2008,GMY,255,DEU,276,eca,1,NA,1,0,88,0
Germany,Germany,2009,GMY,255,DEU,276,eca,1,NA,1,0,88,0
Germany,Germany,2010,GMY,255,DEU,276,eca,1,NA,1,0,88,0
Germany,Germany,2011,GMY,255,DEU,276,eca,1,NA,1,0,88,0
Germany,Germany,2012,GMY,255,DEU,276,eca,1,NA,1,0,88,0
Germany,Germany,2013,GMY,255,DEU,276,eca,NA,1,1,88,0,0
Germany,Germany,2014,GMY,255,DEU,276,eca,1,NA,1,0,88,0
Germany,Germany,2015,GMY,255,DEU,276,eca,1,NA,1,0,88,0
Germany,Germany,2016,GMY,255,DEU,276,eca,1,NA,1,0,88,0
Germany,Germany,2017,GMY,255,DEU,276,eca,1,NA,1,0,88,0
Germany,Germany,2018,GMY,255,DEU,276,eca,NA,NA,1,88,88,0
Germany,Germany,2019,GMY,255,DEU,276,eca,1,NA,1,0,88,0
Germany,Germany,2020,GMY,255,DEU,276,eca,1,1,1,0,0,0
Germany,Germany,2021,GMY,255,DEU,276,eca,1,1,1,0,0,0
Germany,Germany,2022,GMY,255,DEU,276,eca,1,1,1,0,0,0
Germany,Germany,2023,GMY,255,DEU,276,eca,1,1,1,0,0,0
Germany,Germany,2024,GMY,255,DEU,276,eca,2,2,1,0,0,0
Russian Federation,Russia,1976,RUS,365,RUS,643,eca,NA,NA,NA,77,77,77
Russian Federation,Russia,1977,RUS,365,RUS,643,eca,NA,NA,NA,77,77,77
